   NID    (HEX)    NODENAME     TYPE    STATUS        MODE
  1324    0x52c c6-0c2s11n0  compute        up       batch
  1325    0x52d c6-0c2s11n1  compute        up       batch
  1326    0x52e c6-0c2s11n2  compute        up       batch
  1327    0x52f c6-0c2s11n3  compute        up       batch
  1328    0x530 c6-0c2s12n0  compute        up       batch
  1329    0x531 c6-0c2s12n1  compute        up       batch
  1330    0x532 c6-0c2s12n2  compute        up       batch
  1331    0x533 c6-0c2s12n3  compute        up       batch
  1332    0x534 c6-0c2s13n0  compute        up       batch
  1333    0x535 c6-0c2s13n1  compute        up       batch
  1334    0x536 c6-0c2s13n2  compute        up       batch
  1335    0x537 c6-0c2s13n3  compute        up       batch
  1336    0x538 c6-0c2s14n0  compute        up       batch
  1337    0x539 c6-0c2s14n1  compute        up       batch
  1338    0x53a c6-0c2s14n2  compute        up       batch
  1339    0x53b c6-0c2s14n3  compute        up       batch
  1340    0x53c c6-0c2s15n0  compute        up       batch
  1341    0x53d c6-0c2s15n1  compute        up       batch
  1342    0x53e c6-0c2s15n2  compute        up       batch
  1343    0x53f c6-0c2s15n3  compute        up       batch
  1344    0x540  c7-0c0s0n0  compute        up       batch
  1345    0x541  c7-0c0s0n1  compute        up       batch
  1346    0x542  c7-0c0s0n2  compute        up       batch
  1347    0x543  c7-0c0s0n3  compute        up       batch
  1348    0x544  c7-0c0s1n0  compute        up       batch
  1349    0x545  c7-0c0s1n1  compute        up       batch
  1350    0x546  c7-0c0s1n2  compute        up       batch
  1351    0x547  c7-0c0s1n3  compute        up       batch
  1352    0x548  c7-0c0s2n0  compute        up       batch
  1353    0x549  c7-0c0s2n1  compute        up       batch
  1354    0x54a  c7-0c0s2n2  compute        up       batch
  1355    0x54b  c7-0c0s2n3  compute        up       batch
  1356    0x54c  c7-0c0s3n0  compute        up       batch
  1357    0x54d  c7-0c0s3n1  compute        up       batch
  1358    0x54e  c7-0c0s3n2  compute        up       batch
  1359    0x54f  c7-0c0s3n3  compute        up       batch
  1360    0x550  c7-0c0s4n0  compute        up       batch
  1361    0x551  c7-0c0s4n1  compute        up       batch
  1362    0x552  c7-0c0s4n2  compute        up       batch
  1363    0x553  c7-0c0s4n3  compute        up       batch
  1364    0x554  c7-0c0s5n0  compute        up       batch
  1365    0x555  c7-0c0s5n1  compute        up       batch
  1366    0x556  c7-0c0s5n2  compute        up       batch
  1367    0x557  c7-0c0s5n3  compute        up       batch
  1368    0x558  c7-0c0s6n0  compute        up       batch
  1369    0x559  c7-0c0s6n1  compute        up       batch
  1370    0x55a  c7-0c0s6n2  compute        up       batch
  1371    0x55b  c7-0c0s6n3  compute        up       batch
  1372    0x55c  c7-0c0s7n0  compute        up       batch
  1373    0x55d  c7-0c0s7n1  compute        up       batch
  1374    0x55e  c7-0c0s7n2  compute        up       batch
  1375    0x55f  c7-0c0s7n3  compute        up       batch
  1376    0x560  c7-0c0s8n0  compute        up       batch
  1377    0x561  c7-0c0s8n1  compute        up       batch
  1378    0x562  c7-0c0s8n2  compute        up       batch
  1379    0x563  c7-0c0s8n3  compute        up       batch
  1380    0x564  c7-0c0s9n0  compute        up       batch
  1381    0x565  c7-0c0s9n1  compute        up       batch
  1382    0x566  c7-0c0s9n2  compute        up       batch
  1383    0x567  c7-0c0s9n3  compute        up       batch
  1384    0x568 c7-0c0s10n0  compute        up       batch
  1385    0x569 c7-0c0s10n1  compute        up       batch
  1386    0x56a c7-0c0s10n2  compute        up       batch
  1387    0x56b c7-0c0s10n3  compute        up       batch
  1388    0x56c c7-0c0s11n0  compute        up       batch
  1389    0x56d c7-0c0s11n1  compute        up       batch
  1390    0x56e c7-0c0s11n2  compute        up       batch
  1391    0x56f c7-0c0s11n3  compute        up       batch
  1392    0x570 c7-0c0s12n0  compute        up       batch
  1393    0x571 c7-0c0s12n1  compute        up       batch
  1394    0x572 c7-0c0s12n2  compute        up       batch
  1395    0x573 c7-0c0s12n3  compute        up       batch
  1396    0x574 c7-0c0s13n0  compute        up       batch
  1397    0x575 c7-0c0s13n1  compute        up       batch
  1398    0x576 c7-0c0s13n2  compute        up       batch
  1399    0x577 c7-0c0s13n3  compute        up       batch
  1400    0x578 c7-0c0s14n0  compute        up       batch
  1401    0x579 c7-0c0s14n1  compute        up       batch
  1402    0x57a c7-0c0s14n2  compute        up       batch
  1403    0x57b c7-0c0s14n3  compute        up       batch
  1404    0x57c c7-0c0s15n0  compute        up       batch
  1405    0x57d c7-0c0s15n1  compute        up       batch
  1406    0x57e c7-0c0s15n2  compute        up       batch
  1407    0x57f c7-0c0s15n3  compute        up       batch
  1408    0x580  c7-0c1s0n0  compute        up       batch
  1409    0x581  c7-0c1s0n1  compute        up       batch
  1410    0x582  c7-0c1s0n2  compute        up       batch
  1411    0x583  c7-0c1s0n3  compute        up       batch
  1412    0x584  c7-0c1s1n0  compute        up       batch
  1413    0x585  c7-0c1s1n1  compute        up       batch
  1414    0x586  c7-0c1s1n2  compute        up       batch
  1415    0x587  c7-0c1s1n3  compute        up       batch
  1416    0x588  c7-0c1s2n0  compute        up       batch
  1417    0x589  c7-0c1s2n1  compute        up       batch
  1418    0x58a  c7-0c1s2n2  compute        up       batch
  1419    0x58b  c7-0c1s2n3  compute        up       batch
  1420    0x58c  c7-0c1s3n0  compute        up       batch
  1421    0x58d  c7-0c1s3n1  compute        up       batch
  1422    0x58e  c7-0c1s3n2  compute        up       batch
  1423    0x58f  c7-0c1s3n3  compute        up       batch
  1424    0x590  c7-0c1s4n0  compute        up       batch
  1425    0x591  c7-0c1s4n1  compute        up       batch
  1426    0x592  c7-0c1s4n2  compute        up       batch
  1427    0x593  c7-0c1s4n3  compute        up       batch
  1428    0x594  c7-0c1s5n0  compute        up       batch
  1429    0x595  c7-0c1s5n1  compute        up       batch
  1430    0x596  c7-0c1s5n2  compute        up       batch
  1431    0x597  c7-0c1s5n3  compute        up       batch
  1432    0x598  c7-0c1s6n0  compute        up       batch
  1433    0x599  c7-0c1s6n1  compute        up       batch
  1434    0x59a  c7-0c1s6n2  compute        up       batch
  1435    0x59b  c7-0c1s6n3  compute        up       batch
  1436    0x59c  c7-0c1s7n0  compute        up       batch
  1437    0x59d  c7-0c1s7n1  compute        up       batch
  1438    0x59e  c7-0c1s7n2  compute        up       batch
  1439    0x59f  c7-0c1s7n3  compute        up       batch
  1440    0x5a0  c7-0c1s8n0  compute        up       batch
  1441    0x5a1  c7-0c1s8n1  compute        up       batch
  1442    0x5a2  c7-0c1s8n2  compute        up       batch
  1443    0x5a3  c7-0c1s8n3  compute        up       batch
  1444    0x5a4  c7-0c1s9n0  compute        up       batch
  1445    0x5a5  c7-0c1s9n1  compute        up       batch
  1446    0x5a6  c7-0c1s9n2  compute        up       batch
  1447    0x5a7  c7-0c1s9n3  compute        up       batch
  1448    0x5a8 c7-0c1s10n0  compute        up       batch
  1449    0x5a9 c7-0c1s10n1  compute        up       batch
  1450    0x5aa c7-0c1s10n2  compute        up       batch
  1451    0x5ab c7-0c1s10n3  compute        up       batch
  1452    0x5ac c7-0c1s11n0  compute        up       batch
  1453    0x5ad c7-0c1s11n1  compute        up       batch
  1454    0x5ae c7-0c1s11n2  compute        up       batch
  1455    0x5af c7-0c1s11n3  compute        up       batch
  1456    0x5b0 c7-0c1s12n0  compute        up       batch
  1457    0x5b1 c7-0c1s12n1  compute        up       batch
  1458    0x5b2 c7-0c1s12n2  compute        up       batch
  1459    0x5b3 c7-0c1s12n3  compute        up       batch
  1460    0x5b4 c7-0c1s13n0  compute        up       batch
  1461    0x5b5 c7-0c1s13n1  compute        up       batch
  1462    0x5b6 c7-0c1s13n2  compute        up       batch
  1463    0x5b7 c7-0c1s13n3  compute        up       batch
  1464    0x5b8 c7-0c1s14n0  compute        up       batch
  1465    0x5b9 c7-0c1s14n1  compute        up       batch
  1466    0x5ba c7-0c1s14n2  compute        up       batch
  1467    0x5bb c7-0c1s14n3  compute        up       batch
  1468    0x5bc c7-0c1s15n0  compute        up       batch
  1469    0x5bd c7-0c1s15n1  compute        up       batch
  1470    0x5be c7-0c1s15n2  compute        up       batch
  1471    0x5bf c7-0c1s15n3  compute        up       batch
  1472    0x5c0  c7-0c2s0n0  compute        up       batch
  1473    0x5c1  c7-0c2s0n1  compute        up       batch
  1474    0x5c2  c7-0c2s0n2  compute        up       batch
  1475    0x5c3  c7-0c2s0n3  compute        up       batch
  1476    0x5c4  c7-0c2s1n0  compute        up       batch
  1477    0x5c5  c7-0c2s1n1  compute        up       batch
  1478    0x5c6  c7-0c2s1n2  compute        up       batch
  1479    0x5c7  c7-0c2s1n3  compute        up       batch
  1480    0x5c8  c7-0c2s2n0  compute        up       batch
  1481    0x5c9  c7-0c2s2n1  compute        up       batch
  1482    0x5ca  c7-0c2s2n2  compute        up       batch
  1483    0x5cb  c7-0c2s2n3  compute        up       batch
  1484    0x5cc  c7-0c2s3n0  compute        up       batch
  1485    0x5cd  c7-0c2s3n1  compute        up       batch
  1486    0x5ce  c7-0c2s3n2  compute        up       batch
  1487    0x5cf  c7-0c2s3n3  compute        up       batch
  1488    0x5d0  c7-0c2s4n0  compute        up       batch
  1489    0x5d1  c7-0c2s4n1  compute        up       batch
  1490    0x5d2  c7-0c2s4n2  compute        up       batch
  1491    0x5d3  c7-0c2s4n3  compute        up       batch
  1492    0x5d4  c7-0c2s5n0  compute        up       batch
  1493    0x5d5  c7-0c2s5n1  compute        up       batch
  1494    0x5d6  c7-0c2s5n2  compute        up       batch
  1495    0x5d7  c7-0c2s5n3  compute        up       batch
  1496    0x5d8  c7-0c2s6n0  compute        up       batch
  1497    0x5d9  c7-0c2s6n1  compute        up       batch
  1498    0x5da  c7-0c2s6n2  compute        up       batch
  1499    0x5db  c7-0c2s6n3  compute        up       batch
  1500    0x5dc  c7-0c2s7n0  compute        up       batch
  1501    0x5dd  c7-0c2s7n1  compute        up       batch
  1502    0x5de  c7-0c2s7n2  compute        up       batch
  1503    0x5df  c7-0c2s7n3  compute        up       batch
  1504    0x5e0  c7-0c2s8n0  compute        up       batch
  1505    0x5e1  c7-0c2s8n1  compute        up       batch
  1506    0x5e2  c7-0c2s8n2  compute        up       batch
  1507    0x5e3  c7-0c2s8n3  compute        up       batch
  1508    0x5e4  c7-0c2s9n0  compute        up       batch
  1509    0x5e5  c7-0c2s9n1  compute        up       batch
  1510    0x5e6  c7-0c2s9n2  compute        up       batch
  1511    0x5e7  c7-0c2s9n3  compute        up       batch
  1512    0x5e8 c7-0c2s10n0  compute        up       batch
  1513    0x5e9 c7-0c2s10n1  compute        up       batch
  1514    0x5ea c7-0c2s10n2  compute        up       batch
  1515    0x5eb c7-0c2s10n3  compute        up       batch
  1516    0x5ec c7-0c2s11n0  compute        up       batch
  1517    0x5ed c7-0c2s11n1  compute        up       batch
  1518    0x5ee c7-0c2s11n2  compute        up       batch
  1519    0x5ef c7-0c2s11n3  compute        up       batch
  1520    0x5f0 c7-0c2s12n0  compute        up       batch
  1521    0x5f1 c7-0c2s12n1  compute        up       batch
  1522    0x5f2 c7-0c2s12n2  compute        up       batch
  1523    0x5f3 c7-0c2s12n3  compute        up       batch
  1524    0x5f4 c7-0c2s13n0  compute        up       batch
  1525    0x5f5 c7-0c2s13n1  compute        up       batch
  1526    0x5f6 c7-0c2s13n2  compute        up       batch
  1527    0x5f7 c7-0c2s13n3  compute        up       batch
  1528    0x5f8 c7-0c2s14n0  compute        up       batch
  1529    0x5f9 c7-0c2s14n1  compute        up       batch
  1530    0x5fa c7-0c2s14n2  compute        up       batch
  1531    0x5fb c7-0c2s14n3  compute        up       batch
  1532    0x5fc c7-0c2s15n0  compute        up       batch
  1533    0x5fd c7-0c2s15n1  compute        up       batch
  1534    0x5fe c7-0c2s15n2  compute        up       batch
  1535    0x5ff c7-0c2s15n3  compute        up       batch
  1536    0x600  c8-0c0s0n0  compute        up       batch
  1537    0x601  c8-0c0s0n1  compute        up       batch
  1538    0x602  c8-0c0s0n2  compute        up       batch
  1539    0x603  c8-0c0s0n3  compute        up       batch
  1540    0x604  c8-0c0s1n0  compute        up       batch
  1541    0x605  c8-0c0s1n1  compute        up       batch
  1542    0x606  c8-0c0s1n2  compute        up       batch
  1543    0x607  c8-0c0s1n3  compute        up       batch
  1544    0x608  c8-0c0s2n0  compute        up       batch
  1545    0x609  c8-0c0s2n1  compute        up       batch
  1546    0x60a  c8-0c0s2n2  compute        up       batch
  1547    0x60b  c8-0c0s2n3  compute        up       batch
  1549    0x60d  c8-0c0s3n1  service        up       batch
  1550    0x60e  c8-0c0s3n2  service        up       batch
  1553    0x611  c8-0c0s4n1  service        up       batch
  1554    0x612  c8-0c0s4n2  service        up       batch
  1556    0x614  c8-0c0s5n0  compute        up       batch
  1557    0x615  c8-0c0s5n1  compute        up       batch
  1558    0x616  c8-0c0s5n2  compute        up       batch
  1559    0x617  c8-0c0s5n3  compute        up       batch
  1560    0x618  c8-0c0s6n0  compute        up       batch
  1561    0x619  c8-0c0s6n1  compute        up       batch
  1562    0x61a  c8-0c0s6n2  compute        up       batch
  1563    0x61b  c8-0c0s6n3  compute        up       batch
  1564    0x61c  c8-0c0s7n0  compute        up       batch
  1565    0x61d  c8-0c0s7n1  compute        up       batch
  1566    0x61e  c8-0c0s7n2  compute        up       batch
  1567    0x61f  c8-0c0s7n3  compute        up       batch
  1568    0x620  c8-0c0s8n0  compute        up       batch
  1569    0x621  c8-0c0s8n1  compute        up       batch
  1570    0x622  c8-0c0s8n2  compute        up       batch
  1571    0x623  c8-0c0s8n3  compute        up       batch
  1572    0x624  c8-0c0s9n0  compute        up       batch
  1573    0x625  c8-0c0s9n1  compute        up       batch
  1574    0x626  c8-0c0s9n2  compute        up       batch
  1575    0x627  c8-0c0s9n3  compute        up       batch
  1576    0x628 c8-0c0s10n0  compute        up       batch
  1577    0x629 c8-0c0s10n1  compute        up       batch
  1578    0x62a c8-0c0s10n2  compute        up       batch
  1579    0x62b c8-0c0s10n3  compute        up       batch
